X,Y
936,1447
936,1446
937,1446
937,1445
939,1445
939,1446
942,1446
942,1445
943,1445
943,1444
944,1444
944,1442
945,1442
945,1440
946,1440
946,1438
947,1438
947,1437
949,1437
949,1436
951,1436
951,1435
952,1435
952,1434
953,1434
953,1433
954,1433
954,1432
955,1432
955,1430
956,1430
956,1429
957,1429
957,1428
958,1428
958,1426
959,1426
959,1424
960,1424
960,1423
961,1423
961,1422
962,1422
962,1420
963,1420
963,1418
964,1418
964,1417
965,1417
965,1415
966,1415
966,1414
967,1414
967,1413
968,1413
968,1412
969,1412
969,1409
970,1409
970,1408
973,1408
973,1407
976,1407
976,1406
980,1406
980,1405
982,1405
982,1404
983,1404
983,1403
992,1403
992,1402
997,1402
997,1401
1000,1401
1000,1400
1010,1400
1010,1401
1012,1401
1012,1402
1014,1402
1014,1403
1016,1403
1016,1404
1019,1404
1019,1405
1022,1405
1022,1406
1023,1406
1023,1407
1025,1407
1025,1408
1027,1408
1027,1409
1029,1409
1029,1410
1031,1410
1031,1411
1032,1411
1032,1412
1033,1412
1033,1413
1034,1413
1034,1414
1035,1414
1035,1415
1036,1415
1036,1416
1037,1416
1037,1418
1038,1418
1038,1419
1039,1419
1039,1420
1040,1420
1040,1421
1041,1421
1041,1423
1042,1423
1042,1425
1043,1425
1043,1434
1044,1434
1044,1448
1045,1448
1045,1452
1046,1452
1046,1456
1047,1456
1047,1458
1048,1458
1048,1461
1049,1461
1049,1464
1050,1464
1050,1466
1051,1466
1051,1469
1052,1469
1052,1473
1053,1473
1053,1475
1054,1475
1054,1476
1055,1476
1055,1478
1056,1478
1056,1479
1057,1479
1057,1480
1058,1480
1058,1483
1059,1483
1059,1486
1060,1486
1060,1488
1061,1488
1061,1490
1062,1490
1062,1491
1063,1491
1063,1492
1064,1492
1064,1495
1065,1495
1065,1497
1066,1497
1066,1498
1067,1498
1067,1499
1068,1499
1068,1500
1069,1500
1069,1501
1070,1501
1070,1502
1071,1502
1071,1503
1073,1503
1073,1504
1074,1504
1074,1505
1075,1505
1075,1506
1085,1506
1085,1507
1093,1507
1093,1508
1094,1508
1094,1509
1095,1509
1095,1510
1096,1510
1096,1511
1097,1511
1097,1509
1098,1509
1098,1508
1099,1508
1099,1507
1100,1507
1100,1505
1103,1505
1103,1506
1107,1506
1107,1507
1109,1507
1109,1508
1110,1508
1110,1509
1112,1509
1112,1510
1114,1510
1114,1511
1119,1511
1119,1510
1122,1510
1122,1509
1124,1509
1124,1507
1128,1507
1128,1506
1129,1506
1129,1504
1128,1504
1128,1501
1129,1501
1129,1500
1130,1500
1130,1497
1131,1497
1131,1496
1133,1496
1133,1495
1134,1495
1134,1494
1135,1494
1135,1493
1136,1493
1136,1487
1135,1487
1135,1486
1136,1486
1136,1485
1137,1485
1137,1484
1138,1484
1138,1476
1139,1476
1139,1474
1140,1474
1140,1470
1141,1470
1141,1467
1142,1467
1142,1466
1144,1466
1144,1464
1145,1464
1145,1463
1146,1463
1146,1462
1147,1462
1147,1459
1148,1459
1148,1454
1149,1454
1149,1452
1150,1452
1150,1450
1151,1450
1151,1449
1152,1449
1152,1447
1154,1447
1154,1446
1155,1446
1155,1442
1156,1442
1156,1441
1157,1441
1157,1437
1158,1437
1158,1435
1159,1435
1159,1434
1160,1434
1160,1433
1163,1433
1163,1432
1164,1432
1164,1430
1166,1430
1166,1429
1167,1429
1167,1424
1166,1424
1166,1418
1167,1418
1167,1417
1168,1417
1168,1416
1169,1416
1169,1415
1170,1415
1170,1414
1171,1414
1171,1413
1172,1413
1172,1412
1173,1412
1173,1411
1174,1411
1174,1410
1175,1410
1175,1409
1176,1409
1176,1408
1177,1408
1177,1406
1178,1406
1178,1405
1179,1405
1179,1404
1180,1404
1180,1403
1181,1403
1181,1402
1182,1402
1182,1401
1184,1401
1184,1400
1185,1400
1185,1399
1186,1399
1186,1398
1187,1398
1187,1396
1188,1396
1188,1395
1189,1395
1189,1394
1190,1394
1190,1392
1191,1392
1191,1391
1192,1391
1192,1390
1194,1390
1194,1389
1195,1389
1195,1388
1196,1388
1196,1387
1198,1387
1198,1386
1200,1386
1200,1385
1202,1385
1202,1384
1204,1384
1204,1383
1206,1383
1206,1382
1208,1382
1208,1381
1209,1381
1209,1380
1210,1380
1210,1379
1212,1379
1212,1378
1213,1378
1213,1376
1214,1376
1214,1375
1216,1375
1216,1374
1218,1374
1218,1373
1219,1373
1219,1372
1220,1372
1220,1371
1221,1371
1221,1370
1223,1370
1223,1369
1224,1369
1224,1368
1225,1368
1225,1367
1228,1367
1228,1366
1230,1366
1230,1365
1232,1365
1232,1364
1234,1364
1234,1363
1236,1363
1236,1362
1237,1362
1237,1361
1239,1361
1239,1360
1241,1360
1241,1359
1242,1359
1242,1357
1243,1357
1243,1356
1246,1356
1246,1355
1248,1355
1248,1354
1249,1354
1249,1352
1253,1352
1253,1351
1255,1351
1255,1350
1256,1350
1256,1348
1259,1348
1259,1347
1262,1347
1262,1345
1263,1345
1263,1344
1266,1344
1266,1343
1269,1343
1269,1342
1270,1342
1270,1341
1273,1341
1273,1340
1276,1340
1276,1339
1278,1339
1278,1338
1280,1338
1280,1337
1282,1337
1282,1336
1285,1336
1285,1335
1287,1335
1287,1334
1289,1334
1289,1333
1291,1333
1291,1332
1293,1332
1293,1331
1296,1331
1296,1330
1299,1330
1299,1329
1301,1329
1301,1328
1305,1328
1305,1327
1308,1327
1308,1326
1311,1326
1311,1325
1313,1325
1313,1324
1315,1324
1315,1323
1318,1323
1318,1322
1320,1322
1320,1321
1322,1321
1322,1320
1323,1320
1323,1319
1326,1319
1326,1318
1328,1318
1328,1317
1331,1317
1331,1316
1334,1316
1334,1315
1336,1315
1336,1314
1338,1314
1338,1313
1340,1313
1340,1312
1344,1312
1344,1311
1347,1311
1347,1310
1349,1310
1349,1309
1351,1309
1351,1308
1353,1308
1353,1307
1357,1307
1357,1306
1359,1306
1359,1305
1361,1305
1361,1304
1362,1304
1362,1303
1364,1303
1364,1302
1368,1302
1368,1301
1371,1301
1371,1300
1373,1300
1373,1299
1375,1299
1375,1298
1377,1298
1377,1297
1380,1297
1380,1296
1383,1296
1383,1295
1385,1295
1385,1294
1388,1294
1388,1293
1390,1293
1390,1292
1393,1292
1393,1291
1396,1291
1396,1290
1397,1290
1397,1289
1399,1289
1399,1288
1401,1288
1401,1287
1403,1287
1403,1286
1406,1286
1406,1285
1408,1285
1408,1284
1410,1284
1410,1283
1412,1283
1412,1282
1414,1282
1414,1281
1416,1281
1416,1280
1418,1280
1418,1279
1421,1279
1421,1278
1423,1278
1423,1277
1425,1277
1425,1276
1427,1276
1427,1275
1428,1275
1428,1274
1431,1274
1431,1273
1434,1273
1434,1272
1436,1272
1436,1271
1438,1271
1438,1270
1439,1270
1439,1269
1442,1269
1442,1268
1444,1268
1444,1267
1446,1267
1446,1266
1448,1266
1448,1265
1449,1265
1449,1264
1452,1264
1452,1263
1454,1263
1454,1262
1456,1262
1456,1261
1457,1261
1457,1260
1460,1260
1460,1259
1462,1259
1462,1258
1465,1258
1465,1257
1467,1257
1467,1256
1469,1256
1469,1255
1471,1255
1471,1254
1473,1254
1473,1253
1474,1253
1474,1252
1475,1252
1475,1251
1476,1251
1476,1250
1479,1250
1479,1249
1482,1249
1482,1248
1484,1248
1484,1247
1486,1247
1486,1246
1489,1246
1489,1245
1491,1245
1491,1244
1492,1244
1492,1243
1493,1243
1493,1242
1495,1242
1495,1241
1496,1241
1496,1240
1501,1240
1501,1239
1504,1239
1504,1238
1506,1238
1506,1237
1507,1237
1507,1236
1509,1236
1509,1235
1510,1235
1510,1233
1515,1233
1515,1232
1525,1232
1525,1231
1531,1231
1531,1232
1534,1232
1534,1231
1541,1231
1541,1232
1545,1232
1545,1231
1546,1231
1546,1230
1548,1230
1548,1229
1550,1229
1550,1232
1549,1232
1549,1233
1547,1233
1547,1234
1549,1234
1549,1233
1551,1233
1551,1234
1552,1234
1552,1236
1553,1236
1553,1239
1554,1239
1554,1244
1555,1244
1555,1245
1553,1245
1553,1244
1552,1244
1552,1242
1551,1242
1551,1241
1550,1241
1550,1240
1548,1240
1548,1239
1547,1239
1547,1240
1546,1240
1546,1243
1545,1243
1545,1245
1544,1245
1544,1250
1545,1250
1545,1251
1546,1251
1546,1252
1547,1252
1547,1256
1546,1256
1546,1258
1545,1258
1545,1260
1544,1260
1544,1262
1543,1262
1543,1264
1542,1264
1542,1266
1543,1266
1543,1268
1544,1268
1544,1271
1543,1271
1543,1272
1542,1272
1542,1276
1541,1276
1541,1278
1540,1278
1540,1279
1539,1279
1539,1281
1538,1281
1538,1282
1539,1282
1539,1283
1540,1283
1540,1285
1539,1285
1539,1286
1538,1286
1538,1288
1537,1288
1537,1290
1536,1290
1536,1294
1535,1294
1535,1296
1534,1296
1534,1297
1533,1297
1533,1298
1532,1298
1532,1299
1531,1299
1531,1304
1530,1304
1530,1305
1529,1305
1529,1306
1527,1306
1527,1307
1526,1307
1526,1308
1525,1308
1525,1311
1524,1311
1524,1312
1523,1312
1523,1313
1519,1313
1519,1314
1518,1314
1518,1317
1519,1317
1519,1318
1520,1318
1520,1319
1519,1319
1519,1320
1518,1320
1518,1322
1517,1322
1517,1324
1518,1324
1518,1334
1517,1334
1517,1337
1516,1337
1516,1340
1515,1340
1515,1341
1514,1341
1514,1343
1513,1343
1513,1344
1514,1344
1514,1345
1516,1345
1516,1346
1515,1346
1515,1347
1514,1347
1514,1348
1513,1348
1513,1349
1512,1349
1512,1350
1511,1350
1511,1351
1512,1351
1512,1352
1513,1352
1513,1354
1512,1354
1512,1356
1511,1356
1511,1358
1512,1358
1512,1360
1511,1360
1511,1361
1510,1361
1510,1362
1509,1362
1509,1363
1508,1363
1508,1364
1507,1364
1507,1366
1506,1366
1506,1367
1505,1367
1505,1368
1504,1368
1504,1369
1503,1369
1503,1370
1501,1370
1501,1371
1500,1371
1500,1372
1502,1372
1502,1373
1501,1373
1501,1374
1500,1374
1500,1375
1498,1375
1498,1376
1496,1376
1496,1381
1497,1381
1497,1382
1496,1382
1496,1386
1495,1386
1495,1387
1494,1387
1494,1388
1491,1388
1491,1389
1489,1389
1489,1392
1488,1392
1488,1393
1487,1393
1487,1394
1486,1394
1486,1395
1485,1395
1485,1396
1484,1396
1484,1398
1483,1398
1483,1399
1481,1399
1481,1400
1480,1400
1480,1401
1481,1401
